scorer,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000
individuals,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2
bodyparts,nose,nose,nose,neck,neck,neck,tailbase,tailbase,tailbase,nose,nose,nose,neck,neck,neck,tailbase,tailbase,tailbase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
1962,210.642,148.704,1.0,217.792,143.129,1.0,242.63,134.681,1.0,428.301,160.469,1.0,440.638,156.759,1.0,462.601,157.456,1.0
1963,210.979,149.238,1.0,217.853,143.226,1.0,242.766,135.008,1.0,428.589,160.515,1.0,440.74,157.037,1.0,462.474,157.51,1.0
1964,211.378,149.704,1.0,217.964,143.376,1.0,243.115,134.942,1.0,428.417,160.676,1.0,440.225,157.502,1.0,462.659,157.491,1.0
1965,211.521,150.191,1.0,217.796,143.524,1.0,243.032,135.198,1.0,428.622,160.693,1.0,440.437,156.828,1.0,462.737,157.374,1.0
1966,211.52,150.191,1.0,217.796,143.524,1.0,243.037,135.195,1.0,428.626,160.693,1.0,440.436,156.834,1.0,462.735,157.371,1.0
1967,211.021,149.823,1.0,218.042,143.773,1.0,242.893,134.992,1.0,429.003,160.563,1.0,441.168,156.146,1.0,463.226,157.236,1.0
1968,210.682,149.909,1.0,217.835,143.926,1.0,242.88,134.778,1.0,429.282,160.895,1.0,441.567,156.091,1.0,463.237,157.181,1.0
1969,210.869,149.457,1.0,217.851,143.446,1.0,242.806,134.93,1.0,429.158,160.653,1.0,441.664,156.127,1.0,463.043,157.382,1.0
1970,210.842,149.193,1.0,217.852,143.347,1.0,242.779,134.73,1.0,429.082,160.637,1.0,441.645,156.226,1.0,463.119,157.345,1.0
1971,210.887,149.022,1.0,217.873,143.503,1.0,242.617,135.014,1.0,428.512,160.246,1.0,441.392,156.325,1.0,463.313,157.44,1.0
1972,210.885,149.015,1.0,217.878,143.513,1.0,242.615,134.978,1.0,428.519,160.255,1.0,441.385,156.335,1.0,463.311,157.439,1.0
1973,210.893,149.364,1.0,218.141,143.624,1.0,242.837,134.831,1.0,428.344,160.568,1.0,441.012,156.877,1.0,462.943,157.521,1.0
1974,210.612,148.465,1.0,217.901,143.067,1.0,242.536,135.149,1.0,428.367,160.463,1.0,441.187,156.812,1.0,462.984,157.349,1.0
1975,210.998,148.454,1.0,218.077,143.266,1.0,242.605,134.853,1.0,428.716,160.583,1.0,441.311,156.749,1.0,463.078,157.238,1.0
1976,210.838,148.34,1.0,217.987,143.302,1.0,242.676,134.64,1.0,428.696,160.77,1.0,440.998,156.114,1.0,463.289,157.228,1.0
1977,210.9,148.471,1.0,218.076,143.157,1.0,242.785,134.66,1.0,428.356,160.74,1.0,441.382,156.286,1.0,463.341,157.302,1.0
1978,210.891,148.487,1.0,218.078,143.16,1.0,242.801,134.67,1.0,428.356,160.744,1.0,441.376,156.293,1.0,463.339,157.3,1.0
1979,210.972,148.924,1.0,217.968,143.214,1.0,242.843,134.671,1.0,428.415,160.879,1.0,440.949,156.32,1.0,463.377,156.961,1.0
1980,211.394,149.558,1.0,217.534,143.639,1.0,242.882,135.009,1.0,428.108,161.081,1.0,440.863,156.74,1.0,463.397,156.807,1.0
1981,211.236,149.436,1.0,217.718,143.512,1.0,242.542,135.003,1.0,427.855,160.919,1.0,440.998,156.728,1.0,463.664,156.838,1.0
1982,211.528,149.448,1.0,217.829,143.619,1.0,242.795,134.678,1.0,428.032,160.528,1.0,440.899,156.648,1.0,463.657,157.082,1.0
1983,210.802,149.259,1.0,218.012,143.379,1.0,242.813,134.546,1.0,428.191,160.5,1.0,441.322,156.592,1.0,463.421,157.187,1.0
1984,210.8,149.263,1.0,218.013,143.382,1.0,242.816,134.542,1.0,428.191,160.499,1.0,441.324,156.587,1.0,463.414,157.184,1.0
1985,209.564,149.299,1.0,217.718,143.582,1.0,242.446,135.032,1.0,427.796,160.624,1.0,441.156,156.749,1.0,463.284,157.135,1.0
1986,210.102,148.935,1.0,217.889,143.301,1.0,242.542,134.741,1.0,428.156,160.459,1.0,441.279,156.821,1.0,463.146,157.426,1.0
1987,210.104,149.094,1.0,217.704,143.436,1.0,242.516,134.763,1.0,428.063,160.783,1.0,441.193,157.089,1.0,462.769,157.179,1.0
1988,210.837,148.457,1.0,217.609,143.138,1.0,242.518,134.828,1.0,427.835,160.789,1.0,440.442,157.103,1.0,462.633,157.435,1.0
1989,211.398,149.482,1.0,217.4,143.576,1.0,242.606,134.991,1.0,427.688,160.362,1.0,440.813,156.505,1.0,462.702,157.305,1.0
1990,211.401,149.48,1.0,217.4,143.574,1.0,242.604,134.997,1.0,427.713,160.392,1.0,440.801,156.512,1.0,462.681,157.299,1.0
1991,211.565,149.782,1.0,217.385,143.677,1.0,242.524,134.85,1.0,428.305,160.866,1.0,440.015,155.905,1.0,463.098,157.303,1.0
1992,210.956,149.279,1.0,217.289,143.499,1.0,242.531,135.062,1.0,428.243,160.821,1.0,440.057,155.986,1.0,462.924,157.243,1.0
1993,211.619,149.942,1.0,217.194,143.831,1.0,242.664,134.949,1.0,428.318,160.983,1.0,440.049,157.043,1.0,462.563,157.086,1.0
1994,428.31,160.547,1.0,438.747,156.946,1.0,462.346,157.157,1.0,211.541,150.163,1.0,217.086,143.924,1.0,242.725,135.037,1.0
1995,211.765,149.702,1.0,217.648,143.808,1.0,242.126,134.83,1.0,427.694,160.674,1.0,439.224,156.811,1.0,462.569,157.378,1.0
1996,211.759,149.699,1.0,217.646,143.801,1.0,242.132,134.826,1.0,427.697,160.673,1.0,439.228,156.813,1.0,462.562,157.377,1.0
1997,428.187,160.72,1.0,438.987,157.333,1.0,462.531,157.501,1.0,212.168,149.623,1.0,218.028,143.68,1.0,242.299,134.848,1.0
1998,428.804,160.896,1.0,439.279,157.115,1.0,462.907,157.325,1.0,211.561,149.151,1.0,217.449,143.391,1.0,242.699,134.906,1.0
1999,428.494,160.739,1.0,438.856,157.142,1.0,462.416,157.421,1.0,211.913,148.762,1.0,217.405,143.314,1.0,242.482,135.057,1.0
2000,211.278,149.028,1.0,217.71,143.416,1.0,242.514,134.728,1.0,429.583,161.121,1.0,440.755,157.134,1.0,462.633,157.425,1.0
2001,210.903,148.895,1.0,217.55,143.514,1.0,242.205,134.909,1.0,429.378,161.546,1.0,440.653,157.479,1.0,462.666,157.436,1.0
2002,210.919,148.896,1.0,217.568,143.511,1.0,242.21,134.913,1.0,429.367,161.541,1.0,440.656,157.476,1.0,462.663,157.433,1.0
2003,210.764,148.256,1.0,217.679,143.22,1.0,242.006,135.045,1.0,429.273,161.23,1.0,441.132,156.881,1.0,462.774,157.397,1.0
2004,211.416,148.408,1.0,218.089,143.153,1.0,242.261,135.106,1.0,429.538,161.728,1.0,440.775,157.39,1.0,462.728,157.354,1.0
2005,210.428,149.212,1.0,217.638,143.642,1.0,242.421,135.072,1.0,429.32,161.832,1.0,441.126,156.78,1.0,462.954,157.103,1.0
2006,210.431,149.151,1.0,217.748,143.602,1.0,242.627,134.878,1.0,429.256,161.629,1.0,441.25,156.594,1.0,462.88,157.141,1.0
2007,211.373,149.347,1.0,217.837,143.632,1.0,242.793,135.01,1.0,429.37,161.489,1.0,441.155,156.471,1.0,462.846,157.108,1.0
2008,211.373,149.347,1.0,217.838,143.631,1.0,242.793,135.01,1.0,429.367,161.489,1.0,441.154,156.474,1.0,462.874,157.101,1.0
2009,211.611,148.97,1.0,218.105,143.46,1.0,242.744,135.015,1.0,428.873,158.864,1.0,440.908,155.146,1.0,462.874,157.104,1.0
2010,211.791,148.658,1.0,218.261,143.207,1.0,242.876,134.747,1.0,427.352,155.671,1.0,439.798,153.249,1.0,462.5,157.093,1.0
2011,211.845,148.642,1.0,218.285,143.143,1.0,242.886,134.802,1.0,427.651,153.501,1.0,439.617,151.467,1.0,462.421,157.489,1.0
2012,427.856,154.272,1.0,438.772,151.918,1.0,462.315,157.751,1.0,212.52,148.418,1.0,218.301,142.932,1.0,242.573,134.9,1.0
2013,427.011,152.714,1.0,439.162,150.837,1.0,461.896,158.119,1.0,212.284,148.208,1.0,218.358,142.831,1.0,242.603,135.058,1.0
2014,427.009,152.716,1.0,439.15,150.834,1.0,461.923,158.117,1.0,212.282,148.222,1.0,218.365,142.831,1.0,242.608,135.05,1.0
2015,212.225,147.875,1.0,218.46,142.563,1.0,242.87,134.704,1.0,426.943,150.243,1.0,439.995,149.315,1.0,462.225,158.226,1.0
2016,211.717,147.896,1.0,217.951,142.575,1.0,242.88,134.679,1.0,427.209,149.012,1.0,440.242,148.55,1.0,461.906,158.658,1.0
2017,428.001,143.409,1.0,439.037,144.114,1.0,461.197,158.487,1.0,210.484,147.352,1.0,217.368,142.642,1.0,242.47,134.812,1.0
2018,428.739,142.191,1.0,437.637,143.752,1.0,460.144,157.861,1.0,209.119,147.251,1.0,217.29,142.795,1.0,241.782,135.107,1.0
2019,208.997,147.555,1.0,217.333,142.719,1.0,241.767,134.911,1.0,429.566,141.362,1.0,436.926,142.903,1.0,459.312,158.157,1.0
2020,208.994,147.557,1.0,217.333,142.721,1.0,241.762,134.911,1.0,429.604,141.244,1.0,436.821,142.83,1.0,459.296,158.177,1.0
2021,209.185,147.332,1.0,217.621,142.612,1.0,242.256,134.54,1.0,430.273,140.331,1.0,436.199,141.976,1.0,458.829,158.476,1.0
2022,209.761,147.664,1.0,217.73,142.766,1.0,242.485,134.494,1.0,429.981,141.517,1.0,436.363,141.393,1.0,458.222,158.26,1.0
2023,210.102,147.494,1.0,217.708,142.898,1.0,242.443,134.515,1.0,430.976,140.41,1.0,436.63,141.429,1.0,458.269,158.28,1.0
2024,210.165,147.199,1.0,217.561,142.736,1.0,242.309,134.837,1.0,435.28,137.025,1.0,437.409,141.575,1.0,458.328,158.379,1.0
2025,210.691,147.546,1.0,217.683,142.986,1.0,242.344,134.662,1.0,436.109,136.261,1.0,440.757,142.969,1.0,457.986,158.375,1.0
2026,210.689,147.549,1.0,217.683,142.988,1.0,242.342,134.66,1.0,436.107,136.261,1.0,440.762,142.967,1.0,457.989,158.39,1.0
2027,209.971,147.909,1.0,217.312,142.998,1.0,242.43,134.733,1.0,438.053,136.431,1.0,441.676,142.722,1.0,457.89,158.401,1.0
2028,209.844,148.249,1.0,217.637,142.984,1.0,242.289,135.046,1.0,438.884,137.604,1.0,442.284,143.18,1.0,457.681,158.832,1.0
2029,208.063,149.473,1.0,217.27,143.863,1.0,242.039,134.873,1.0,438.551,137.296,1.0,441.57,142.588,1.0,457.482,158.62,1.0
2030,209.348,148.681,1.0,217.474,143.409,1.0,242.038,134.927,1.0,439.128,136.731,1.0,442.593,142.316,1.0,457.287,159.248,1.0
2031,209.298,148.32,1.0,217.351,143.107,1.0,241.669,135.283,1.0,440.427,136.083,1.0,439.205,146.407,1.0,457.332,159.132,1.0
2032,209.299,148.321,1.0,217.351,143.107,1.0,241.671,135.285,1.0,440.427,136.083,1.0,439.213,146.401,1.0,457.334,159.128,1.0
2033,210.31,147.899,1.0,217.487,143.095,1.0,242.021,135.146,1.0,440.771,135.713,1.0,439.584,146.278,1.0,457.092,159.176,1.0
2034,209.822,148.044,1.0,217.254,142.894,1.0,241.777,135.204,1.0,440.491,135.192,1.0,440.026,145.663,1.0,456.81,159.145,1.0
2035,209.443,148.207,1.0,217.231,142.964,1.0,241.585,135.329,1.0,439.424,133.589,1.0,441.118,143.202,1.0,456.791,158.674,1.0
2036,441.262,131.81,1.0,441.893,141.296,1.0,456.7,158.64,1.0,210.387,147.841,1.0,217.505,143.07,1.0,241.399,135.425,1.0
2037,210.853,148.889,1.0,217.929,143.242,1.0,242.458,134.98,1.0,442.578,129.913,1.0,443.127,138.914,1.0,456.898,158.503,1.0
2038,210.833,148.897,1.0,217.929,143.241,1.0,242.441,134.987,1.0,442.576,129.905,1.0,443.128,138.914,1.0,456.891,158.497,1.0
2039,211.135,148.939,1.0,218.112,143.36,1.0,242.722,134.837,1.0,443.936,128.402,1.0,444.671,137.44,1.0,456.975,158.568,1.0
2040,211.17,148.82,1.0,218.257,143.276,1.0,242.881,134.285,1.0,445.862,125.973,1.0,447.488,130.189,1.0,457.199,158.733,1.0
2041,211.404,149.179,1.0,218.117,143.491,1.0,242.868,134.016,1.0,444.456,121.937,1.0,448.589,123.974,1.0,456.868,158.731,1.0
2042,210.976,148.939,1.0,218.334,143.556,1.0,242.794,133.772,1.0,441.531,119.322,1.0,442.998,127.745,1.0,457.095,158.579,1.0
2043,211.092,148.665,1.0,218.005,143.359,1.0,242.909,134.267,1.0,441.59,118.217,1.0,443.116,126.364,1.0,457.01,158.591,1.0
2044,211.185,148.657,1.0,218.022,143.362,1.0,242.941,134.262,1.0,441.587,118.219,1.0,443.115,126.366,1.0,457.009,158.591,1.0
2045,211.573,148.232,1.0,218.114,143.038,1.0,243.082,133.992,1.0,441.252,117.415,1.0,443.13,125.591,1.0,457.26,158.446,1.0
2046,211.208,147.862,1.0,217.458,143.172,1.0,242.824,134.405,1.0,440.499,117.06,1.0,442.758,124.093,1.0,457.173,158.255,1.0
2047,211.413,147.868,1.0,217.771,142.972,1.0,242.376,134.31,1.0,441.156,116.95,1.0,442.512,123.893,1.0,456.962,158.079,1.0
2048,211.364,147.827,1.0,217.923,142.926,1.0,242.357,134.299,1.0,439.761,116.891,1.0,442.239,123.892,1.0,456.598,158.327,1.0
2049,212.145,147.567,1.0,218.279,142.496,1.0,242.564,134.737,1.0,438.688,116.768,1.0,441.789,124.346,1.0,456.512,157.986,1.0
2050,212.146,147.564,1.0,218.294,142.486,1.0,242.558,134.703,1.0,438.675,116.764,1.0,441.792,124.345,1.0,456.516,157.98,1.0
2051,211.784,147.57,1.0,218.166,142.73,1.0,242.538,134.826,1.0,439.219,117.136,1.0,440.829,124.313,1.0,456.415,157.756,1.0
2052,212.685,147.264,1.0,218.463,142.672,1.0,242.837,134.605,1.0,438.219,117.313,1.0,441.008,124.277,1.0,456.806,157.765,1.0
2053,212.124,146.617,1.0,218.248,142.687,1.0,242.612,134.567,1.0,439.021,117.933,1.0,441.095,125.765,1.0,456.542,157.784,1.0
2054,211.069,145.757,1.0,217.518,142.389,1.0,242.437,134.762,1.0,439.393,117.373,1.0,440.64,126.063,1.0,456.392,158.181,1.0
2055,210.93,145.722,1.0,217.49,142.179,1.0,242.232,134.836,1.0,440.073,118.108,1.0,440.592,126.952,1.0,456.165,158.316,1.0
2056,210.93,145.719,1.0,217.491,142.18,1.0,242.224,134.837,1.0,440.067,118.108,1.0,440.592,126.952,1.0,456.168,158.317,1.0
2057,210.476,144.526,1.0,216.979,142.055,1.0,241.983,134.653,1.0,440.266,119.046,1.0,440.5,127.63,1.0,455.92,158.266,1.0
2058,210.656,144.596,1.0,216.946,142.036,1.0,242.034,134.87,1.0,439.768,119.451,1.0,440.632,128.321,1.0,456.193,158.435,1.0
2059,211.432,145.002,1.0,217.518,141.975,1.0,242.348,134.618,1.0,440.088,121.465,1.0,441.316,129.381,1.0,456.018,158.248,1.0
2060,211.08,145.847,1.0,217.208,142.271,1.0,242.453,134.646,1.0,444.556,121.61,1.0,447.82,123.05,1.0,456.09,158.343,1.0
2061,210.089,146.608,1.0,217.256,142.173,1.0,242.564,134.654,1.0,447.901,121.325,1.0,448.967,127.469,1.0,455.877,158.957,1.0
2062,210.09,146.608,1.0,217.256,142.173,1.0,242.564,134.655,1.0,447.951,121.354,1.0,449.0,127.496,1.0,455.874,158.963,1.0
2063,210.883,145.943,1.0,217.39,142.204,1.0,242.753,134.401,1.0,453.494,126.162,1.0,450.228,131.323,1.0,456.022,162.94,1.0
2064,211.415,145.655,1.0,217.876,142.173,1.0,243.196,133.895,1.0,456.025,126.504,1.0,448.146,132.707,1.0,455.38,162.598,1.0
2065,211.165,145.071,1.0,217.504,142.144,1.0,243.116,133.722,1.0,456.565,127.92,1.0,451.576,132.38,1.0,454.207,161.817,1.0
2066,211.623,145.064,1.0,217.618,142.359,1.0,243.336,133.419,1.0,458.763,127.589,1.0,454.337,131.89,1.0,456.728,160.261,1.0
2067,212.334,146.691,1.0,217.908,142.573,1.0,243.398,133.166,1.0,460.366,124.674,1.0,455.45,128.095,1.0,456.685,160.361,1.0
2068,212.333,146.69,1.0,217.908,142.573,1.0,243.394,133.165,1.0,460.379,124.653,1.0,455.455,128.11,1.0,456.69,160.372,1.0
2069,213.309,147.716,1.0,218.527,143.003,1.0,243.727,133.215,1.0,459.957,122.863,1.0,455.385,128.264,1.0,452.711,161.151,1.0
2070,213.901,149.583,1.0,217.914,143.625,1.0,243.938,132.709,1.0,459.667,120.697,1.0,460.331,122.081,1.0,452.503,161.005,1.0
2071,213.222,152.551,1.0,218.247,144.208,1.0,244.073,132.767,1.0,459.426,119.786,1.0,459.726,121.753,1.0,452.689,161.053,1.0
2072,458.983,116.894,1.0,456.379,128.477,1.0,452.859,161.029,1.0,213.67,151.568,1.0,220.208,141.208,1.0,243.744,132.539,1.0
2073,458.514,115.02,1.0,456.452,127.601,1.0,457.853,159.808,1.0,215.079,152.747,1.0,220.117,141.984,1.0,243.677,132.477,1.0
2074,458.516,115.021,1.0,456.45,127.603,1.0,457.852,159.819,1.0,215.085,152.742,1.0,220.097,141.994,1.0,243.692,132.476,1.0
2075,459.304,114.192,1.0,456.535,127.506,1.0,457.777,158.824,1.0,215.531,153.277,1.0,220.238,142.307,1.0,244.009,132.255,1.0
2076,458.314,113.652,1.0,456.194,127.034,1.0,457.378,158.68,1.0,215.791,153.494,1.0,220.171,142.775,1.0,243.897,132.452,1.0
2077,457.012,113.341,1.0,456.393,126.199,1.0,453.265,158.633,1.0,215.754,153.454,1.0,220.138,143.006,1.0,243.71,132.604,1.0
2078,457.203,113.881,1.0,455.554,127.006,1.0,452.146,157.841,1.0,216.064,153.512,1.0,219.717,142.747,1.0,243.46,132.497,1.0
2079,456.477,113.478,1.0,455.345,127.455,1.0,451.316,157.229,1.0,215.892,154.108,1.0,218.906,144.006,1.0,243.203,132.349,1.0
2080,456.475,113.475,1.0,455.345,127.451,1.0,451.318,157.238,1.0,215.886,154.111,1.0,218.906,143.999,1.0,243.196,132.342,1.0
2081,456.893,112.491,1.0,455.711,126.163,1.0,451.628,157.629,1.0,215.117,154.133,1.0,218.364,143.916,1.0,243.112,132.425,1.0
2082,457.191,113.222,1.0,455.401,126.4,1.0,450.984,157.494,1.0,215.004,154.449,1.0,218.041,143.983,1.0,242.987,132.661,1.0
2083,456.666,113.014,1.0,455.313,126.521,1.0,451.251,157.93,1.0,214.808,154.67,1.0,218.299,143.724,1.0,243.036,132.472,1.0
2084,456.734,113.123,1.0,455.448,126.6,1.0,452.224,160.181,1.0,214.361,155.558,1.0,217.727,144.39,1.0,242.995,132.328,1.0
2085,454.3,114.808,1.0,458.548,125.475,1.0,455.521,157.871,1.0,214.512,155.113,1.0,218.463,143.978,1.0,242.951,132.687,1.0
2086,454.299,114.808,1.0,458.552,125.476,1.0,455.521,157.871,1.0,214.511,155.111,1.0,218.463,143.98,1.0,242.951,132.688,1.0
2087,214.081,155.417,1.0,218.209,143.7,1.0,243.283,132.704,1.0,452.159,119.954,1.0,451.05,126.569,1.0,457.328,159.021,1.0
2088,445.268,126.412,1.0,449.691,134.08,1.0,457.353,159.965,1.0,213.678,155.174,1.0,217.504,144.393,1.0,242.724,133.406,1.0
2089,442.014,132.09,1.0,443.819,141.332,1.0,458.285,161.353,1.0,213.377,154.746,1.0,217.831,144.111,1.0,243.041,132.719,1.0
2090,213.618,154.491,1.0,218.556,143.698,1.0,242.599,133.709,1.0,440.861,136.572,1.0,443.939,144.371,1.0,461.83,172.436,1.0
2091,439.797,137.804,1.0,444.209,146.48,1.0,459.956,174.525,1.0,213.667,154.536,1.0,218.436,143.788,1.0,243.445,133.113,1.0
2092,439.796,137.802,1.0,444.208,146.486,1.0,459.958,174.534,1.0,213.675,154.541,1.0,218.442,143.792,1.0,243.449,133.114,1.0
2093,214.109,154.373,1.0,218.692,143.577,1.0,243.338,132.531,1.0,442.504,136.121,1.0,451.166,138.962,1.0,458.932,174.992,1.0
2094,213.907,153.661,1.0,218.546,143.137,1.0,243.461,132.337,1.0,443.156,138.26,1.0,452.019,139.225,1.0,459.609,174.823,1.0
2095,213.716,153.012,1.0,218.522,143.085,1.0,243.419,132.147,1.0,447.223,138.886,1.0,450.891,144.089,1.0,459.609,175.52,1.0
2096,213.665,152.744,1.0,218.605,142.581,1.0,243.368,131.93,1.0,451.156,139.073,1.0,451.695,145.195,1.0,460.148,175.99,1.0
2097,213.507,152.604,1.0,219.41,142.317,1.0,243.361,132.31,1.0,453.517,139.449,1.0,452.208,145.448,1.0,460.25,176.428,1.0
2098,213.57,152.662,1.0,219.401,142.279,1.0,243.381,132.328,1.0,453.508,139.45,1.0,452.21,145.45,1.0,460.249,176.424,1.0
2099,213.072,152.172,1.0,219.634,142.164,1.0,243.112,132.502,1.0,455.111,140.087,1.0,452.793,145.525,1.0,460.161,176.386,1.0
2100,212.838,151.851,1.0,220.532,141.864,1.0,242.787,133.097,1.0,455.79,140.532,1.0,453.972,146.646,1.0,460.254,176.935,1.0
2101,212.749,151.977,1.0,220.315,142.12,1.0,242.667,133.034,1.0,454.934,140.756,1.0,453.989,146.432,1.0,460.163,176.305,1.0
2102,212.987,151.736,1.0,220.396,141.757,1.0,243.012,132.946,1.0,454.525,141.143,1.0,453.885,147.719,1.0,460.292,176.658,1.0
2103,213.193,151.662,1.0,220.759,141.596,1.0,243.012,132.687,1.0,455.259,141.115,1.0,454.374,148.11,1.0,460.36,176.948,1.0
2104,213.189,151.657,1.0,220.758,141.6,1.0,243.02,132.691,1.0,455.266,141.113,1.0,454.378,148.112,1.0,460.361,176.957,1.0
2105,456.214,140.724,1.0,454.981,148.343,1.0,460.371,176.654,1.0,213.054,151.603,1.0,220.365,141.163,1.0,242.886,132.751,1.0
2106,213.35,151.505,1.0,220.481,141.529,1.0,242.809,132.871,1.0,457.391,139.959,1.0,455.373,147.741,1.0,459.938,176.763,1.0
2107,213.799,152.02,1.0,220.768,142.281,1.0,243.025,132.906,1.0,457.319,141.108,1.0,458.346,144.555,1.0,459.73,175.89,1.0
2108,213.907,152.302,1.0,219.88,141.91,1.0,243.669,133.308,1.0,467.795,140.332,1.0,461.707,143.656,1.0,459.322,175.594,1.0
2109,214.006,151.62,1.0,220.207,141.696,1.0,243.477,133.43,1.0,469.77,141.796,1.0,462.165,144.356,1.0,457.68,175.358,1.0
2110,213.988,151.663,1.0,220.138,141.669,1.0,243.475,133.421,1.0,469.762,141.77,1.0,462.19,144.346,1.0,457.694,175.37,1.0
2111,212.153,152.93,1.0,220.975,142.032,1.0,243.324,133.828,1.0,471.53,143.204,1.0,462.25,145.662,1.0,456.411,176.1,1.0
2112,210.928,151.403,1.0,220.678,142.564,1.0,243.065,133.75,1.0,474.001,147.462,1.0,461.379,148.671,1.0,455.935,177.253,1.0
2113,211.258,151.94,1.0,219.675,141.847,1.0,243.019,133.682,1.0,475.737,147.966,1.0,461.631,148.64,1.0,455.274,177.901,1.0
2114,210.326,151.3,1.0,219.217,141.701,1.0,242.961,133.567,1.0,473.256,149.451,1.0,463.233,149.857,1.0,455.13,177.858,1.0
2115,211.197,149.994,1.0,219.746,140.876,1.0,243.403,133.418,1.0,476.996,149.891,1.0,464.258,151.308,1.0,452.435,174.154,1.0
2116,211.198,149.983,1.0,219.749,140.881,1.0,243.416,133.403,1.0,477.007,149.897,1.0,464.26,151.328,1.0,452.508,174.193,1.0
2117,212.152,149.076,1.0,218.74,143.421,1.0,243.426,132.719,1.0,477.863,150.402,1.0,465.814,151.466,1.0,452.466,174.036,1.0
2118,212.473,148.15,1.0,218.837,143.31,1.0,243.424,132.648,1.0,482.442,152.94,1.0,468.66,153.417,1.0,452.513,173.43,1.0
2119,212.349,148.684,1.0,218.449,143.4,1.0,243.578,132.632,1.0,484.264,153.987,1.0,473.372,152.134,1.0,451.87,172.734,1.0
2120,212.184,148.7,1.0,218.472,143.188,1.0,244.167,132.684,1.0,486.225,154.399,1.0,471.82,154.188,1.0,452.692,173.022,1.0
2121,212.243,149.216,1.0,218.516,143.302,1.0,243.462,133.439,1.0,489.063,153.833,1.0,474.808,155.704,1.0,452.51,172.735,1.0
2122,212.242,149.21,1.0,218.512,143.305,1.0,243.469,133.431,1.0,489.06,153.823,1.0,474.809,155.704,1.0,452.507,172.731,1.0
2123,212.535,147.962,1.0,218.415,142.804,1.0,243.167,133.818,1.0,487.031,153.826,1.0,475.347,156.565,1.0,456.266,167.194,1.0
2124,489.724,156.886,1.0,477.051,158.356,1.0,453.082,172.985,1.0,212.312,148.589,1.0,218.789,143.198,1.0,243.173,133.378,1.0
2125,212.312,148.417,1.0,218.502,143.37,1.0,243.219,133.613,1.0,492.711,157.697,1.0,478.163,158.181,1.0,454.075,173.293,1.0
2126,494.734,154.59,1.0,482.391,158.562,1.0,454.211,173.163,1.0,212.453,148.821,1.0,218.302,143.374,1.0,243.596,133.516,1.0
2127,212.688,149.206,1.0,217.841,143.525,1.0,243.704,133.334,1.0,,,,,,,,,
2128,212.663,149.199,1.0,217.858,143.537,1.0,243.713,133.337,1.0,,,,,,,,,
2129,492.652,149.77,1.0,482.769,155.653,1.0,458.257,177.072,1.0,212.909,148.761,1.0,218.078,143.449,1.0,243.676,133.298,1.0
2130,213.031,148.442,1.0,218.448,143.313,1.0,243.457,133.386,1.0,490.307,148.661,1.0,475.202,153.492,1.0,458.09,178.223,1.0
2131,213.07,148.514,1.0,218.696,143.149,1.0,243.574,133.306,1.0,486.85,145.714,1.0,472.232,150.881,1.0,457.983,179.404,1.0
2132,485.219,146.024,1.0,474.71,150.672,1.0,452.322,176.597,1.0,212.991,148.114,1.0,218.968,143.169,1.0,243.542,132.677,1.0
2133,212.956,147.761,1.0,219.062,143.029,1.0,243.421,132.66,1.0,474.058,144.343,1.0,472.409,150.79,1.0,452.634,176.84,1.0
2134,212.957,147.763,1.0,219.062,143.026,1.0,243.422,132.662,1.0,474.058,144.345,1.0,472.407,150.788,1.0,452.632,176.846,1.0
2135,471.428,143.759,1.0,469.349,153.325,1.0,452.347,177.132,1.0,212.99,147.957,1.0,219.165,143.067,1.0,243.7,132.351,1.0
2136,470.14,145.051,1.0,465.85,154.448,1.0,454.548,174.709,1.0,212.954,148.393,1.0,219.453,143.33,1.0,243.229,131.749,1.0
2137,468.421,145.183,1.0,464.794,153.722,1.0,454.453,174.247,1.0,212.955,147.905,1.0,218.912,143.281,1.0,243.737,131.714,1.0
2138,212.864,148.482,1.0,219.1,143.318,1.0,243.807,131.924,1.0,473.839,144.292,1.0,462.294,155.213,1.0,454.661,175.921,1.0
