scorer,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000
individuals,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2
bodyparts,nose,nose,nose,neck,neck,neck,tailbase,tailbase,tailbase,nose,nose,nose,neck,neck,neck,tailbase,tailbase,tailbase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
1786,427.704,154.563,1.0,437.969,152.43,1.0,461.081,157.507,1.0,208.256,149.977,1.0,216.706,144.341,1.0,237.847,130.018,1.0
1787,208.14,150.036,1.0,216.738,144.457,1.0,238.029,130.217,1.0,427.737,154.676,1.0,437.419,152.647,1.0,460.74,157.671,1.0
1788,208.271,150.129,1.0,216.78,144.404,1.0,238.192,130.004,1.0,427.336,155.086,1.0,438.0,152.622,1.0,461.017,157.705,1.0
1789,427.312,155.131,1.0,437.756,152.799,1.0,460.885,157.7,1.0,209.848,151.348,1.0,216.562,144.698,1.0,237.86,129.529,1.0
1790,427.199,154.954,1.0,437.574,152.863,1.0,460.823,157.691,1.0,209.306,150.551,1.0,216.344,144.287,1.0,238.027,129.967,1.0
1791,211.421,150.514,1.0,217.43,142.118,1.0,237.901,129.794,1.0,427.016,155.459,1.0,437.779,153.14,1.0,460.903,157.571,1.0
1792,211.419,150.513,1.0,217.437,142.123,1.0,237.901,129.79,1.0,427.009,155.458,1.0,437.77,153.143,1.0,460.907,157.568,1.0
1793,427.299,155.321,1.0,438.311,152.569,1.0,460.655,157.522,1.0,209.676,152.09,1.0,217.445,141.95,1.0,237.875,130.254,1.0
1794,427.247,155.373,1.0,438.182,152.643,1.0,460.626,157.571,1.0,210.488,152.042,1.0,218.104,141.642,1.0,237.763,130.343,1.0
1795,427.379,154.741,1.0,437.982,152.416,1.0,460.719,157.699,1.0,211.297,151.634,1.0,219.307,141.113,1.0,237.76,130.077,1.0
1796,427.353,154.99,1.0,438.08,152.77,1.0,460.912,157.78,1.0,211.098,152.01,1.0,219.206,140.939,1.0,237.872,129.884,1.0
1797,426.901,155.389,1.0,437.881,153.25,1.0,461.051,157.726,1.0,210.929,150.802,1.0,219.615,140.319,1.0,237.718,130.073,1.0
1798,426.902,155.385,1.0,437.877,153.263,1.0,461.054,157.717,1.0,210.935,150.809,1.0,219.627,140.323,1.0,237.719,130.078,1.0
1799,426.926,155.459,1.0,438.237,153.145,1.0,461.437,157.735,1.0,210.644,151.293,1.0,219.748,140.84,1.0,237.582,130.508,1.0
1800,427.374,154.632,1.0,438.106,152.242,1.0,461.321,157.489,1.0,209.476,151.604,1.0,219.11,140.202,1.0,237.862,129.666,1.0
1801,427.468,155.099,1.0,438.567,152.111,1.0,461.917,157.63,1.0,211.292,149.884,1.0,218.999,140.27,1.0,237.836,129.751,1.0
1802,427.599,155.047,1.0,439.007,151.737,1.0,462.935,157.387,1.0,209.202,151.183,1.0,218.777,140.181,1.0,237.877,129.789,1.0
1803,427.883,155.369,1.0,439.396,152.222,1.0,463.437,157.518,1.0,209.442,151.213,1.0,218.726,140.3,1.0,237.807,129.864,1.0
1804,427.879,155.368,1.0,439.394,152.217,1.0,463.438,157.519,1.0,209.445,151.2,1.0,218.697,140.297,1.0,237.808,129.95,1.0
1805,427.767,155.505,1.0,439.405,152.563,1.0,463.964,157.63,1.0,209.666,151.997,1.0,218.617,140.527,1.0,237.755,130.105,1.0
1806,428.545,154.924,1.0,439.741,152.096,1.0,464.221,157.491,1.0,210.04,152.143,1.0,218.841,140.949,1.0,237.727,130.343,1.0
1807,428.546,154.388,1.0,439.882,151.53,1.0,464.166,157.631,1.0,210.134,151.856,1.0,218.853,140.61,1.0,237.762,130.345,1.0
1808,428.395,154.885,1.0,440.111,151.833,1.0,464.034,157.789,1.0,210.233,151.739,1.0,219.067,140.556,1.0,237.721,130.411,1.0
1809,428.135,155.148,1.0,439.77,152.174,1.0,464.077,157.648,1.0,209.361,151.814,1.0,218.248,140.754,1.0,237.712,130.486,1.0
1810,428.136,155.148,1.0,439.769,152.17,1.0,464.078,157.646,1.0,209.364,151.817,1.0,218.246,140.754,1.0,237.714,130.49,1.0
1811,427.941,155.562,1.0,439.242,152.291,1.0,463.713,157.852,1.0,209.507,151.742,1.0,218.157,140.386,1.0,237.666,130.489,1.0
1812,428.591,155.792,1.0,439.876,152.656,1.0,463.79,157.502,1.0,208.704,150.916,1.0,218.603,140.639,1.0,237.494,130.492,1.0
1813,429.228,155.938,1.0,440.119,153.133,1.0,463.683,157.302,1.0,208.663,150.818,1.0,216.769,144.318,1.0,237.532,130.589,1.0
1814,429.261,156.542,1.0,440.853,153.676,1.0,463.757,157.426,1.0,208.679,150.826,1.0,218.117,141.23,1.0,237.524,130.65,1.0
1815,209.083,150.858,1.0,216.67,144.449,1.0,237.452,130.409,1.0,429.623,157.545,1.0,441.479,154.415,1.0,464.102,157.058,1.0
1816,209.093,150.845,1.0,216.681,144.451,1.0,237.435,130.413,1.0,429.626,157.546,1.0,441.48,154.408,1.0,464.097,157.067,1.0
1817,429.752,157.877,1.0,441.195,155.808,1.0,463.958,157.066,1.0,209.299,151.383,1.0,218.688,141.202,1.0,237.561,129.718,1.0
1818,211.604,150.108,1.0,218.586,140.777,1.0,237.572,129.238,1.0,429.852,158.522,1.0,441.502,155.715,1.0,463.787,157.011,1.0
1819,211.288,149.943,1.0,219.059,140.003,1.0,238.178,129.317,1.0,428.99,160.788,1.0,441.637,156.671,1.0,463.905,157.19,1.0
1820,211.412,149.993,1.0,219.104,140.643,1.0,238.122,129.206,1.0,428.17,160.451,1.0,441.461,156.569,1.0,463.954,156.921,1.0
1821,427.625,160.766,1.0,441.445,156.975,1.0,463.872,157.782,1.0,207.997,151.324,1.0,218.531,141.095,1.0,237.966,129.631,1.0
1822,427.625,160.764,1.0,441.448,156.973,1.0,463.871,157.785,1.0,208.0,151.325,1.0,218.528,141.095,1.0,237.967,129.631,1.0
1823,427.412,161.197,1.0,440.731,157.395,1.0,463.62,157.679,1.0,207.968,151.393,1.0,218.71,141.167,1.0,238.081,129.517,1.0
1824,210.509,150.334,1.0,218.247,142.013,1.0,237.967,129.487,1.0,428.294,161.594,1.0,441.216,157.341,1.0,463.522,157.297,1.0
1825,210.657,150.181,1.0,218.314,141.483,1.0,238.105,129.726,1.0,429.032,161.572,1.0,441.432,157.776,1.0,462.969,157.352,1.0
1826,210.242,150.559,1.0,217.918,141.507,1.0,238.098,129.877,1.0,428.938,161.35,1.0,440.905,157.558,1.0,462.97,157.109,1.0
1827,210.118,150.268,1.0,217.921,141.608,1.0,237.801,129.83,1.0,429.001,161.259,1.0,441.179,157.318,1.0,462.97,157.185,1.0
1828,210.118,150.261,1.0,217.921,141.611,1.0,237.803,129.833,1.0,429.011,161.247,1.0,441.191,157.293,1.0,462.974,157.179,1.0
1829,210.263,150.134,1.0,217.863,142.003,1.0,237.738,130.112,1.0,428.531,161.144,1.0,440.97,157.184,1.0,463.168,157.187,1.0
1830,210.055,150.462,1.0,217.676,142.489,1.0,237.525,130.264,1.0,428.97,161.24,1.0,441.184,157.092,1.0,463.147,157.261,1.0
1831,209.997,150.736,1.0,217.665,142.945,1.0,237.344,130.391,1.0,429.362,161.508,1.0,441.652,157.054,1.0,463.312,157.271,1.0
1832,210.182,150.235,1.0,217.853,142.578,1.0,237.548,130.51,1.0,429.152,161.568,1.0,441.394,156.891,1.0,463.144,157.332,1.0
1833,209.977,150.068,1.0,217.839,142.352,1.0,237.75,130.49,1.0,429.319,161.155,1.0,441.245,156.976,1.0,462.923,157.277,1.0
1834,210.008,150.134,1.0,217.936,142.449,1.0,237.762,130.511,1.0,429.217,161.131,1.0,441.22,157.018,1.0,462.963,157.265,1.0
1835,210.129,149.941,1.0,217.728,142.598,1.0,237.759,130.27,1.0,429.06,161.084,1.0,441.34,156.941,1.0,463.186,157.419,1.0
1836,209.431,149.735,1.0,217.65,141.578,1.0,237.716,130.019,1.0,428.137,160.769,1.0,441.273,156.442,1.0,462.91,157.329,1.0
1837,209.872,149.805,1.0,217.656,141.438,1.0,237.837,130.516,1.0,428.083,160.565,1.0,440.453,156.762,1.0,463.188,157.092,1.0
1838,209.886,150.058,1.0,218.521,141.899,1.0,238.149,130.671,1.0,429.03,161.424,1.0,441.032,156.784,1.0,462.677,157.072,1.0
1839,209.918,150.12,1.0,218.516,142.113,1.0,238.091,130.932,1.0,429.242,161.559,1.0,440.939,157.154,1.0,462.818,157.139,1.0
1840,209.916,150.126,1.0,218.513,142.113,1.0,238.091,130.931,1.0,429.244,161.556,1.0,440.934,157.158,1.0,462.814,157.142,1.0
1841,210.251,150.627,1.0,218.457,142.26,1.0,237.884,130.838,1.0,428.69,161.388,1.0,440.713,157.101,1.0,462.956,157.188,1.0
1842,209.952,150.157,1.0,217.93,142.492,1.0,237.63,130.59,1.0,428.494,160.902,1.0,440.821,157.158,1.0,462.774,157.12,1.0
1843,209.887,149.917,1.0,217.935,141.926,1.0,237.596,130.71,1.0,428.401,161.049,1.0,440.639,157.288,1.0,463.096,157.011,1.0
1844,209.948,149.912,1.0,217.906,142.026,1.0,237.687,130.567,1.0,428.455,161.082,1.0,440.46,157.313,1.0,463.39,156.808,1.0
1845,209.821,149.745,1.0,217.678,142.212,1.0,237.584,130.513,1.0,427.745,160.901,1.0,440.727,156.783,1.0,462.957,157.041,1.0
1846,209.82,149.74,1.0,217.676,142.209,1.0,237.586,130.514,1.0,427.739,160.9,1.0,440.721,156.78,1.0,462.954,157.045,1.0
1847,209.905,149.813,1.0,217.619,142.095,1.0,237.759,130.127,1.0,427.883,161.081,1.0,440.948,156.812,1.0,463.3,157.088,1.0
1848,210.322,149.831,1.0,217.321,141.937,1.0,237.355,130.069,1.0,427.599,160.963,1.0,441.206,156.854,1.0,463.222,156.851,1.0
1849,210.629,149.877,1.0,217.307,142.151,1.0,237.24,130.079,1.0,427.708,161.056,1.0,441.054,156.826,1.0,462.977,157.109,1.0
1850,210.059,149.922,1.0,218.055,142.227,1.0,237.231,130.304,1.0,427.842,160.856,1.0,440.538,156.746,1.0,462.61,157.282,1.0
1851,209.93,149.922,1.0,217.99,142.552,1.0,237.206,130.693,1.0,427.623,161.351,1.0,440.776,156.491,1.0,462.9,157.278,1.0
1852,209.93,149.908,1.0,217.952,142.567,1.0,237.218,130.718,1.0,427.631,161.359,1.0,440.784,156.489,1.0,462.907,157.275,1.0
1853,210.339,150.156,1.0,217.758,143.108,1.0,237.361,130.669,1.0,427.496,161.173,1.0,440.452,156.395,1.0,462.995,157.418,1.0
1854,210.232,149.787,1.0,217.015,142.823,1.0,237.465,130.476,1.0,428.507,161.352,1.0,440.195,156.813,1.0,462.656,157.4,1.0
1855,209.956,149.974,1.0,217.911,142.926,1.0,237.729,130.456,1.0,428.334,161.111,1.0,440.023,157.28,1.0,462.482,157.587,1.0
1856,209.85,150.121,1.0,218.168,142.462,1.0,238.069,130.177,1.0,428.325,161.05,1.0,439.808,157.167,1.0,462.948,157.219,1.0
1857,209.954,149.764,1.0,218.634,142.509,1.0,238.016,130.12,1.0,427.712,161.28,1.0,439.682,157.006,1.0,462.989,157.386,1.0
1858,209.951,149.767,1.0,218.629,142.502,1.0,238.016,130.123,1.0,427.712,161.277,1.0,439.681,157.01,1.0,462.993,157.389,1.0
1859,428.122,160.683,1.0,439.23,157.084,1.0,462.904,157.261,1.0,210.213,149.735,1.0,218.728,142.18,1.0,238.133,130.282,1.0
1860,209.746,149.562,1.0,218.031,142.102,1.0,237.588,130.947,1.0,428.604,160.854,1.0,440.062,156.988,1.0,462.721,157.146,1.0
1861,209.444,149.325,1.0,217.735,142.57,1.0,237.481,130.909,1.0,428.656,161.034,1.0,440.177,157.246,1.0,462.657,157.046,1.0
1862,210.005,149.354,1.0,217.551,143.014,1.0,237.465,130.451,1.0,429.052,161.363,1.0,440.25,156.804,1.0,462.944,156.967,1.0
1863,209.273,149.549,1.0,217.063,142.673,1.0,237.589,129.736,1.0,428.931,161.133,1.0,440.698,156.573,1.0,462.936,157.019,1.0
1864,209.426,149.512,1.0,217.202,142.613,1.0,237.618,129.729,1.0,428.926,161.107,1.0,440.707,156.544,1.0,462.921,157.045,1.0
1865,210.053,149.706,1.0,218.033,141.955,1.0,237.985,129.69,1.0,428.934,160.971,1.0,441.105,156.821,1.0,462.618,157.285,1.0
1866,210.251,149.644,1.0,218.235,141.997,1.0,238.157,129.789,1.0,428.612,160.898,1.0,440.753,156.96,1.0,462.581,157.223,1.0
1867,210.15,149.663,1.0,217.726,142.585,1.0,237.651,130.778,1.0,428.46,160.769,1.0,440.631,156.713,1.0,463.528,156.718,1.0
1868,210.076,149.583,1.0,217.794,142.363,1.0,237.722,130.759,1.0,428.454,161.125,1.0,440.624,156.493,1.0,463.495,156.826,1.0
1869,210.391,150.244,1.0,217.96,142.687,1.0,237.634,130.718,1.0,428.734,161.178,1.0,440.71,156.677,1.0,462.99,157.297,1.0
1870,210.396,150.248,1.0,217.962,142.689,1.0,237.635,130.719,1.0,428.729,161.171,1.0,440.706,156.671,1.0,462.987,157.299,1.0
1871,210.613,150.243,1.0,217.858,142.946,1.0,237.546,130.717,1.0,428.869,161.158,1.0,440.824,156.828,1.0,462.984,157.291,1.0
1872,210.125,149.783,1.0,217.373,142.411,1.0,237.57,130.553,1.0,428.375,160.858,1.0,440.461,156.543,1.0,462.702,157.204,1.0
1873,208.002,151.246,1.0,217.661,142.111,1.0,237.628,130.371,1.0,428.829,160.826,1.0,441.09,156.652,1.0,462.776,157.189,1.0
1874,208.278,151.498,1.0,217.638,142.161,1.0,237.499,130.124,1.0,428.815,160.955,1.0,441.524,156.445,1.0,462.95,157.067,1.0
1875,208.069,151.472,1.0,217.889,141.993,1.0,237.792,130.052,1.0,428.744,160.953,1.0,441.694,156.273,1.0,462.916,157.097,1.0
1876,208.074,151.467,1.0,217.889,141.994,1.0,237.793,130.05,1.0,428.732,160.954,1.0,441.696,156.266,1.0,462.954,157.081,1.0
1877,208.102,151.707,1.0,217.289,141.84,1.0,237.902,130.122,1.0,428.465,160.353,1.0,441.582,156.085,1.0,463.304,157.021,1.0
1878,207.633,151.816,1.0,216.204,144.798,1.0,238.092,130.24,1.0,428.815,160.563,1.0,441.15,156.153,1.0,463.338,156.912,1.0
1879,207.921,151.271,1.0,216.923,144.771,1.0,238.119,130.06,1.0,428.892,160.677,1.0,441.461,156.217,1.0,463.302,156.805,1.0
1880,207.637,151.177,1.0,216.708,144.582,1.0,237.886,130.392,1.0,428.706,160.796,1.0,440.624,156.079,1.0,463.101,156.861,1.0
1881,207.406,150.81,1.0,216.55,144.637,1.0,237.693,130.805,1.0,428.614,160.951,1.0,440.928,156.225,1.0,463.044,157.291,1.0
1882,207.402,150.812,1.0,216.549,144.637,1.0,237.693,130.807,1.0,428.614,160.954,1.0,440.922,156.224,1.0,463.043,157.293,1.0
1883,207.528,150.696,1.0,216.881,144.582,1.0,237.872,130.994,1.0,428.925,161.022,1.0,440.79,156.622,1.0,463.073,157.364,1.0
1884,208.74,150.204,1.0,217.025,144.02,1.0,238.31,131.05,1.0,429.102,161.28,1.0,440.795,156.611,1.0,463.3,157.103,1.0
1885,209.147,149.805,1.0,217.195,143.893,1.0,238.623,131.257,1.0,428.631,160.994,1.0,441.15,156.131,1.0,463.251,157.171,1.0
1886,209.993,149.205,1.0,217.916,143.919,1.0,238.873,131.49,1.0,429.684,161.55,1.0,441.103,156.412,1.0,463.188,157.154,1.0
1887,210.347,149.234,1.0,218.225,143.854,1.0,238.827,131.251,1.0,429.306,161.025,1.0,441.033,156.508,1.0,463.24,157.215,1.0
1888,210.346,149.233,1.0,218.223,143.855,1.0,238.827,131.251,1.0,429.304,161.029,1.0,441.034,156.508,1.0,463.238,157.215,1.0
1889,428.807,160.946,1.0,440.33,156.481,1.0,463.176,157.11,1.0,211.0,148.957,1.0,222.1,141.031,1.0,238.783,131.414,1.0
1890,428.949,161.266,1.0,439.37,157.113,1.0,462.853,156.945,1.0,211.236,149.533,1.0,218.202,143.968,1.0,238.471,131.506,1.0
1891,429.4,161.084,1.0,440.136,157.292,1.0,463.118,156.958,1.0,211.46,149.648,1.0,218.176,144.07,1.0,238.743,131.15,1.0
1892,210.527,149.692,1.0,217.733,144.026,1.0,238.593,131.116,1.0,429.457,161.047,1.0,440.971,157.336,1.0,462.904,157.18,1.0
1893,209.81,149.036,1.0,217.718,143.648,1.0,238.857,131.419,1.0,429.35,161.002,1.0,440.929,157.063,1.0,462.791,157.375,1.0
1894,209.808,149.032,1.0,217.713,143.652,1.0,238.852,131.413,1.0,429.352,161.007,1.0,440.924,157.061,1.0,462.79,157.368,1.0
1895,429.72,161.251,1.0,441.141,156.724,1.0,462.638,157.525,1.0,210.332,149.478,1.0,221.248,140.94,1.0,238.916,131.278,1.0
1896,210.254,149.292,1.0,218.055,143.846,1.0,239.154,129.658,1.0,429.242,160.792,1.0,440.385,156.896,1.0,462.292,157.59,1.0
1897,211.47,150.106,1.0,217.935,143.949,1.0,239.527,130.2,1.0,429.189,160.753,1.0,440.593,156.765,1.0,462.562,157.32,1.0
1898,210.766,148.409,1.0,217.29,143.522,1.0,239.458,130.506,1.0,428.738,160.508,1.0,440.817,156.511,1.0,463.229,157.339,1.0
1899,210.781,148.839,1.0,217.239,143.578,1.0,239.455,130.492,1.0,429.249,160.775,1.0,441.059,156.388,1.0,463.069,157.353,1.0
1900,210.841,148.888,1.0,217.109,143.572,1.0,239.469,130.501,1.0,429.246,160.774,1.0,441.053,156.398,1.0,463.069,157.356,1.0
1901,211.411,148.849,1.0,217.266,143.639,1.0,240.176,130.443,1.0,429.011,161.007,1.0,440.665,156.566,1.0,463.185,157.479,1.0
1902,210.335,148.461,1.0,217.717,143.333,1.0,239.89,131.373,1.0,428.269,160.423,1.0,440.101,156.527,1.0,462.632,157.524,1.0
1903,428.008,160.253,1.0,439.682,156.494,1.0,462.731,157.378,1.0,210.601,147.488,1.0,217.224,143.13,1.0,239.203,130.362,1.0
1904,428.278,160.613,1.0,439.486,156.502,1.0,462.751,157.465,1.0,210.819,147.171,1.0,217.41,143.23,1.0,239.669,130.98,1.0
1905,428.594,160.822,1.0,439.556,156.812,1.0,462.715,157.63,1.0,209.917,145.532,1.0,217.072,142.85,1.0,239.881,131.585,1.0
1906,428.588,160.818,1.0,439.553,156.815,1.0,462.707,157.634,1.0,209.912,145.536,1.0,217.069,142.849,1.0,239.871,131.606,1.0
1907,428.562,160.826,1.0,439.929,157.04,1.0,462.962,157.267,1.0,209.907,144.531,1.0,217.062,142.966,1.0,240.545,132.977,1.0
1908,428.705,160.732,1.0,440.362,157.134,1.0,462.898,157.195,1.0,210.334,144.473,1.0,216.984,142.833,1.0,241.296,133.861,1.0
1909,428.561,160.668,1.0,440.648,156.899,1.0,462.914,157.332,1.0,211.008,144.301,1.0,216.274,143.332,1.0,240.966,133.817,1.0
1910,205.976,143.205,1.0,217.121,142.396,1.0,241.022,134.366,1.0,429.049,160.777,1.0,441.154,156.762,1.0,462.963,157.642,1.0
1911,206.095,143.088,1.0,217.141,142.477,1.0,241.231,134.388,1.0,429.457,160.959,1.0,441.143,156.973,1.0,462.657,157.359,1.0
1912,206.096,143.094,1.0,217.128,142.476,1.0,241.226,134.382,1.0,429.46,160.962,1.0,441.142,156.973,1.0,462.66,157.356,1.0
1913,205.762,142.814,1.0,214.914,143.487,1.0,241.416,134.25,1.0,429.173,160.689,1.0,440.92,157.018,1.0,462.182,157.42,1.0
1914,205.792,142.249,1.0,214.846,143.226,1.0,241.103,134.501,1.0,428.732,160.301,1.0,441.2,156.655,1.0,462.589,157.514,1.0
1915,205.701,141.893,1.0,214.218,142.705,1.0,241.395,134.187,1.0,428.335,160.63,1.0,441.046,157.269,1.0,462.18,157.799,1.0
1916,205.984,142.057,1.0,214.696,142.76,1.0,241.226,134.42,1.0,428.293,160.644,1.0,441.307,156.768,1.0,462.207,157.39,1.0
1917,206.123,141.875,1.0,214.995,142.677,1.0,241.351,134.214,1.0,428.423,160.689,1.0,440.508,157.205,1.0,462.131,157.443,1.0
1918,206.122,141.875,1.0,214.993,142.678,1.0,241.357,134.213,1.0,428.419,160.68,1.0,440.512,157.208,1.0,462.126,157.451,1.0
1919,428.76,160.415,1.0,439.886,157.102,1.0,462.104,157.32,1.0,209.721,141.002,1.0,215.293,142.385,1.0,241.558,134.495,1.0
1920,210.105,141.339,1.0,215.394,142.226,1.0,241.789,134.586,1.0,428.111,160.857,1.0,441.473,156.739,1.0,462.603,157.423,1.0
1921,210.382,142.018,1.0,215.902,142.194,1.0,241.988,134.379,1.0,428.542,160.744,1.0,441.794,156.593,1.0,462.734,157.441,1.0
1922,210.56,141.884,1.0,216.118,142.146,1.0,241.914,134.36,1.0,428.517,161.01,1.0,441.665,156.798,1.0,462.472,157.418,1.0
1923,210.596,142.839,1.0,216.332,142.302,1.0,241.651,134.767,1.0,428.591,160.895,1.0,441.817,157.138,1.0,462.602,157.516,1.0
1924,210.593,142.826,1.0,216.322,142.303,1.0,241.658,134.76,1.0,428.589,160.887,1.0,441.826,157.137,1.0,462.593,157.521,1.0
1925,210.527,143.135,1.0,216.452,141.947,1.0,241.698,134.981,1.0,428.517,160.709,1.0,441.327,157.358,1.0,462.795,157.621,1.0
1926,210.277,144.129,1.0,216.856,142.082,1.0,241.957,134.963,1.0,428.062,160.694,1.0,441.514,157.011,1.0,462.792,157.601,1.0
1927,210.901,145.012,1.0,217.932,142.016,1.0,242.468,134.661,1.0,428.019,161.046,1.0,441.731,157.073,1.0,463.047,157.183,1.0
1928,428.84,160.308,1.0,438.427,157.77,1.0,463.531,156.767,1.0,211.291,145.067,1.0,218.21,142.378,1.0,242.855,134.102,1.0
1929,211.188,144.978,1.0,218.102,142.478,1.0,242.196,134.088,1.0,428.672,160.714,1.0,441.719,157.298,1.0,463.319,156.959,1.0
1930,211.189,144.978,1.0,218.103,142.478,1.0,242.197,134.087,1.0,428.673,160.715,1.0,441.714,157.296,1.0,463.321,156.957,1.0
1931,211.542,146.311,1.0,218.556,142.651,1.0,242.639,133.562,1.0,428.282,160.465,1.0,441.982,156.85,1.0,463.282,156.856,1.0
1932,210.959,147.276,1.0,218.345,143.123,1.0,242.69,133.748,1.0,428.35,160.888,1.0,441.555,156.691,1.0,463.087,156.745,1.0
1933,211.494,147.443,1.0,218.708,142.992,1.0,242.931,133.678,1.0,428.857,161.225,1.0,441.335,156.9,1.0,462.879,156.794,1.0
1934,211.531,147.54,1.0,218.414,142.812,1.0,242.674,134.084,1.0,428.98,161.164,1.0,441.925,156.666,1.0,463.258,156.652,1.0
1935,211.698,148.006,1.0,218.365,142.972,1.0,242.651,134.203,1.0,428.534,160.919,1.0,441.929,156.412,1.0,463.081,156.975,1.0
1936,211.695,148.011,1.0,218.361,142.976,1.0,242.649,134.209,1.0,428.529,160.916,1.0,441.93,156.409,1.0,463.085,156.977,1.0
1937,211.469,148.02,1.0,218.309,143.31,1.0,242.434,134.591,1.0,429.045,161.097,1.0,442.039,156.684,1.0,463.146,156.851,1.0
1938,211.356,148.396,1.0,218.439,143.37,1.0,242.148,134.616,1.0,428.534,160.79,1.0,441.532,156.588,1.0,462.676,157.214,1.0
1939,211.681,148.286,1.0,218.235,143.496,1.0,242.123,134.794,1.0,427.76,160.463,1.0,441.41,156.623,1.0,462.661,157.272,1.0
1940,212.026,148.928,1.0,218.274,143.55,1.0,242.438,134.725,1.0,428.085,160.361,1.0,441.03,156.558,1.0,462.91,157.188,1.0
1941,211.943,148.649,1.0,218.445,143.376,1.0,242.321,133.986,1.0,428.316,160.866,1.0,441.306,156.38,1.0,462.963,157.147,1.0
1942,211.945,148.632,1.0,218.446,143.356,1.0,242.312,133.99,1.0,428.318,160.865,1.0,441.3,156.382,1.0,462.962,157.137,1.0
1943,211.568,148.389,1.0,218.534,143.38,1.0,241.647,133.743,1.0,427.91,160.9,1.0,440.808,156.895,1.0,463.217,157.07,1.0
1944,212.188,148.394,1.0,218.545,143.475,1.0,241.837,133.822,1.0,427.697,160.566,1.0,440.451,156.686,1.0,463.157,156.875,1.0
1945,212.182,148.565,1.0,218.659,143.339,1.0,241.42,133.893,1.0,428.131,161.02,1.0,441.03,156.76,1.0,463.265,156.963,1.0
1946,212.407,149.034,1.0,218.672,143.208,1.0,241.807,133.938,1.0,428.449,160.678,1.0,441.406,156.73,1.0,463.165,157.028,1.0
1947,212.599,149.081,1.0,218.663,143.274,1.0,242.077,133.968,1.0,428.411,160.562,1.0,441.467,156.077,1.0,463.257,156.659,1.0
1948,212.595,149.08,1.0,218.671,143.276,1.0,242.08,133.969,1.0,428.411,160.556,1.0,441.471,156.082,1.0,463.264,156.661,1.0
1949,212.566,148.849,1.0,218.587,143.394,1.0,241.964,134.172,1.0,428.22,160.273,1.0,441.265,156.24,1.0,463.355,156.979,1.0
1950,212.964,148.712,1.0,218.853,143.279,1.0,242.295,134.167,1.0,428.619,160.48,1.0,441.631,156.661,1.0,463.251,157.33,1.0
1951,212.724,148.145,1.0,218.309,142.852,1.0,242.631,134.322,1.0,428.713,160.888,1.0,441.597,156.815,1.0,463.478,157.07,1.0
1952,212.077,147.697,1.0,218.505,142.838,1.0,242.488,134.271,1.0,428.982,160.899,1.0,441.559,156.868,1.0,463.455,156.988,1.0
1953,212.292,147.648,1.0,218.76,142.819,1.0,242.752,134.259,1.0,428.617,160.855,1.0,441.459,156.512,1.0,462.88,157.518,1.0
1954,212.29,147.654,1.0,218.762,142.817,1.0,242.742,134.245,1.0,428.619,160.874,1.0,441.45,156.523,1.0,462.879,157.52,1.0
1955,211.823,147.693,1.0,218.49,143.074,1.0,242.547,134.444,1.0,428.215,160.777,1.0,440.428,156.266,1.0,462.358,157.457,1.0
1956,211.835,147.56,1.0,218.474,143.087,1.0,242.501,134.073,1.0,428.443,160.602,1.0,440.716,156.666,1.0,462.457,157.488,1.0
1957,211.116,147.742,1.0,218.243,143.14,1.0,242.548,134.206,1.0,427.86,160.124,1.0,440.273,156.978,1.0,462.538,157.489,1.0
1958,210.798,147.849,1.0,218.396,142.975,1.0,242.54,134.133,1.0,428.587,160.142,1.0,441.141,156.574,1.0,462.714,157.602,1.0
1959,211.282,148.542,1.0,218.267,143.265,1.0,242.273,134.73,1.0,428.553,160.188,1.0,441.516,156.265,1.0,462.6,157.768,1.0
1960,211.286,148.537,1.0,218.265,143.267,1.0,242.272,134.731,1.0,428.555,160.195,1.0,441.511,156.267,1.0,462.592,157.766,1.0
1961,211.9,149.819,1.0,218.133,143.366,1.0,242.887,134.734,1.0,428.434,160.08,1.0,441.428,156.135,1.0,462.79,157.658,1.0
